 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2
1,427,486.869,433,579,1648,472.387,431,542
2,427,486.979,440,594,1648,472.823,415,544
3,427,487.136,431,588,1648,473.451,429,533
4,427,486.225,440,598,1648,471.504,433,549
5,427,488.857,431,594,1648,473.731,424,556
6,427,488.496,438,615,1648,472.330,419,563
7,427,490.773,431,570,1648,473.989,429,544
8,427,486.148,435,589,1648,473.218,422,529
9,427,486.686,432,577,1648,472.194,410,535
10,427,488.358,432,575,1648,473.001,432,541
11,427,487.946,439,584,1648,473.641,421,540
12,427,486.274,430,576,1648,472.465,422,536
13,427,487.785,435,567,1648,473.400,418,529
14,427,488.782,436,578,1648,472.640,407,538
15,427,487.459,438,580,1648,472.888,427,559
16,427,484.960,429,591,1648,471.901,425,540
17,427,486.222,440,569,1648,471.843,408,536
18,427,488.426,434,594,1648,473.709,432,544
19,427,488.164,444,589,1648,472.636,414,554
20,427,486.080,432,601,1648,472.510,424,551
21,427,488.351,441,583,1648,472.240,424,537
22,427,487.663,432,574,1648,472.348,426,542
23,427,487.014,434,597,1648,472.206,425,541
24,427,486.787,424,589,1648,471.837,422,532
25,427,488.148,431,593,1648,471.778,430,550
26,427,488.363,435,579,1648,472.546,419,552
27,427,488.785,438,579,1648,473.307,425,552
28,427,488.611,436,572,1648,473.494,428,531
29,427,487.696,430,588,1648,472.181,427,531
30,427,486.637,442,577,1648,471.917,423,534
31,427,488.948,423,575,1648,472.208,411,544
32,427,488.909,439,582,1648,473.035,417,531
33,427,488.384,439,595,1648,473.098,402,551
34,427,488.215,437,587,1648,472.357,431,554
35,427,487.492,437,567,1648,473.369,430,544
36,427,486.913,436,581,1648,472.629,422,551
37,427,487.885,433,570,1648,472.826,419,531
38,427,488.977,441,566,1648,473.444,427,549
39,427,486.843,432,580,1648,472.052,430,554
40,427,487.663,432,587,1648,472.147,424,572
41,427,487.354,440,570,1648,471.800,426,539
42,427,488.525,430,586,1648,472.476,435,539
43,427,488.630,438,587,1648,473.462,426,568
44,427,486.703,436,583,1648,472.495,433,541
45,427,487.445,447,577,1648,471.927,420,542
46,427,488.759,423,564,1648,473.584,426,534
47,427,487.895,437,568,1648,472.803,425,541
48,427,486.768,432,587,1648,472.112,423,550
49,427,487.895,437,588,1648,472.382,420,558
50,427,487.623,430,588,1648,472.961,420,533
51,427,487.489,439,572,1648,471.689,416,537
52,427,488.885,444,586,1648,473.830,426,533
53,427,485.330,415,578,1648,471.957,430,550
54,427,487.461,435,585,1648,471.158,414,526
55,427,489.349,436,614,1648,471.866,429,535
56,427,486.408,431,572,1648,471.730,427,549
57,427,486.665,438,587,1648,472.142,421,524
58,427,486.002,441,599,1648,471.351,424,539
59,427,487.450,436,576,1648,471.900,431,554
60,427,486.272,438,577,1648,472.117,423,531
61,427,487.520,440,565,1648,471.163,425,545
62,427,486.571,433,596,1648,472.508,417,545
63,427,487.234,443,584,1648,472.265,428,575
64,427,487.227,436,579,1648,470.863,424,551
65,427,486.728,431,585,1648,472.468,427,550
66,427,487.761,435,597,1648,473.235,427,548
67,427,489.834,439,579,1648,473.327,428,549
68,427,486.906,440,583,1648,471.122,423,539
69,427,486.902,415,573,1648,472.942,428,540
70,427,487.037,439,574,1648,472.242,425,556
71,427,486.738,434,582,1648,471.563,419,542
72,427,488.082,431,576,1648,472.454,420,538
73,427,486.766,438,573,1648,471.984,426,541
74,427,487.714,438,567,1648,472.482,423,536
75,427,487.602,411,591,1648,471.975,418,542
76,427,488.684,423,573,1648,473.111,426,537
77,427,486.461,434,578,1648,472.272,414,535
78,427,488.258,433,589,1648,472.442,421,532
79,427,486.918,437,567,1648,472.035,430,545
80,427,487.239,441,576,1648,472.149,422,534
81,427,486.869,436,584,1648,470.964,422,531
82,427,489.096,437,571,1648,472.714,411,537
83,427,486.796,432,591,1648,471.759,425,529
84,427,488.328,443,571,1648,472.345,422,539
85,427,487.529,437,572,1648,472.141,419,525
86,427,487.183,431,575,1648,471.536,426,566
87,427,486.677,417,575,1648,472.595,427,542
88,427,487.037,435,571,1648,472.294,432,543
89,427,487.429,435,589,1648,472.055,424,558
90,427,486.567,441,577,1648,472.391,429,529
91,427,486.749,430,576,1648,472.158,428,546
92,427,485.344,432,564,1648,471.365,426,531
93,427,486.333,427,591,1648,471.598,416,540
94,427,485.415,440,567,1648,471.539,430,532
95,427,485.841,438,574,1648,472.418,432,535
96,427,485.473,429,597,1648,472.024,424,543
97,427,487.787,438,584,1648,471.526,422,527
98,427,487.574,436,582,1648,472.784,423,551
99,427,486.506,426,568,1648,472.387,427,527
100,427,485.368,433,601,1648,471.660,427,560
101,427,487.300,436,599,1648,473.195,420,547
