 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2
1,399,491.684,440,587,914,475.612,424,540
2,399,490.221,437,585,914,475.038,422,533
3,399,493.514,432,573,914,475.330,426,549
4,399,489.990,434,599,914,475.629,428,544
5,399,491.932,438,558,914,475.912,424,546
6,399,491.922,443,570,914,476.177,431,579
7,399,493.757,436,582,914,477.083,430,545
8,399,490.519,433,569,914,474.953,431,544
9,399,493.930,437,587,914,476.012,420,540
10,399,493.652,439,563,914,476.505,432,549
11,399,494.090,447,566,914,475.469,425,543
12,399,493.561,432,577,914,475.970,419,538
13,399,493.266,434,575,914,477.270,422,532
14,399,489.391,434,590,914,473.356,414,547
15,399,492.544,443,575,914,476.299,423,529
16,399,492.647,442,583,914,475.352,419,544
17,399,493.456,442,568,914,476.535,428,539
18,399,491.799,436,582,914,474.588,423,541
19,399,491.970,440,576,914,475.482,425,561
20,399,492.920,434,582,914,475.478,430,541
21,399,490.519,423,574,914,474.491,426,546
22,399,490.672,432,587,914,475.690,425,547
23,399,491.596,443,566,914,475.299,425,537
24,399,491.190,450,582,914,476.196,423,547
25,399,492.183,435,575,914,476.009,431,539
26,399,493.409,436,578,914,475.019,425,548
27,399,493.153,438,600,914,475.123,434,548
28,399,493.880,432,565,914,477.534,429,567
29,399,492.807,437,559,914,476.667,427,556
30,399,492.070,437,569,914,476.349,428,574
31,399,492.556,438,585,914,475.074,422,539
32,399,491.737,433,570,914,475.456,427,554
33,399,493.313,442,562,914,475.615,429,563
34,399,491.446,438,569,914,475.797,425,540
35,399,491.113,432,560,914,475.800,423,553
36,399,492.509,436,578,914,474.402,428,551
37,399,490.729,444,568,914,475.361,423,557
38,399,493.634,431,567,914,476.155,415,566
39,399,492.233,437,590,914,474.653,420,538
40,399,491.689,442,572,914,475.841,428,540
41,399,491.474,435,566,914,474.949,414,535
42,399,490.892,433,581,914,474.614,423,572
43,399,489.486,425,567,914,473.841,421,545
44,399,491.602,439,576,914,475.326,415,529
45,399,491.609,437,578,914,476.118,430,552
46,399,491.915,437,578,914,474.561,423,539
47,399,491.940,435,582,914,474.605,416,549
48,399,492.586,427,568,914,476.028,425,550
49,399,493.977,437,589,914,474.467,429,551
50,399,492.815,448,571,914,474.844,426,542
51,399,490.376,435,569,914,474.179,425,559
52,399,489.223,429,566,914,475.524,416,557
53,399,494.098,427,586,914,474.395,429,534
54,399,489.471,434,589,914,473.740,425,534
55,399,491.624,438,562,914,475.777,426,563
56,399,492.707,441,587,914,476.240,425,569
57,399,492.211,449,584,914,474.360,423,532
58,399,488.664,429,574,914,475.216,427,548
59,399,490.950,442,573,914,476.389,427,546
60,399,491.180,437,576,914,474.976,411,549
61,399,490.439,440,584,914,475.316,424,548
62,399,489.687,437,573,914,473.763,417,540
63,399,490.409,440,569,914,474.809,409,551
64,399,492.208,439,571,914,475.129,422,551
65,399,490.556,433,591,914,474.128,423,542
66,399,490.381,436,557,914,474.736,420,539
67,399,489.556,441,579,914,474.334,427,528
68,399,491.226,439,567,914,475.679,431,540
69,399,489.812,441,571,914,474.141,413,541
70,399,489.190,429,580,914,474.545,429,553
71,399,492.957,423,567,914,475.921,423,549
72,399,490.140,422,564,914,473.608,416,534
73,399,489.694,434,586,914,475.288,429,536
74,399,489.589,422,583,914,474.929,422,558
75,399,489.246,437,581,914,474.060,420,558
76,399,488.607,435,572,914,473.938,428,550
77,399,490.754,434,588,914,475.334,428,568
78,399,491.391,437,577,914,475.539,422,555
79,399,489.609,427,570,914,473.513,428,549
80,399,489.003,436,561,914,473.315,423,543
81,399,491.659,436,572,914,474.777,429,541
82,399,491.236,437,570,914,474.955,424,539
83,399,490.602,436,582,914,473.678,425,550
84,399,492.644,434,582,914,475.340,429,546
85,399,490.827,436,575,914,474.675,425,566
86,399,490.000,444,563,914,473.764,406,543
87,399,490.135,425,565,914,474.654,428,560
88,399,492.526,438,575,914,475.760,421,534
89,399,489.947,438,563,914,475.385,401,551
90,399,490.238,435,576,914,473.830,422,538
91,399,492.368,423,580,914,474.676,427,542
92,399,490.449,438,574,914,474.729,417,543
93,399,491.000,436,577,914,474.198,428,531
94,399,488.155,440,558,914,473.115,430,545
95,399,490.409,438,575,914,474.466,416,543
96,399,489.371,424,590,914,474.877,416,541
97,399,492.035,443,599,914,474.839,429,537
98,399,490.744,436,580,914,474.817,415,537
99,399,489.855,432,560,914,474.485,415,542
100,399,488.792,429,559,914,474.819,417,540
101,399,491.885,443,564,914,474.492,412,547
102,399,488.985,432,582,914,475.319,434,548
103,399,490.604,438,564,914,475.589,422,540
