 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2
1,665,501.062,448,565,1749,491.022,434,550
2,665,499.749,430,563,1749,492.313,432,599
3,665,500.895,448,589,1749,491.350,427,596
4,665,500.762,451,560,1749,491.165,432,551
5,665,502.647,436,588,1749,491.492,435,577
6,665,501.747,437,601,1749,491.554,429,587
7,665,502.074,447,565,1749,491.787,426,559
8,665,502.553,444,577,1749,493.118,435,558
9,665,501.185,443,572,1749,491.665,437,565
10,665,499.635,441,565,1749,490.987,413,556
11,665,502.229,442,559,1749,491.333,441,567
12,665,502.571,433,577,1749,493.055,422,585
13,665,500.102,442,567,1749,491.695,436,561
14,665,500.944,426,557,1749,492.132,433,572
15,665,501.460,409,583,1749,491.592,434,562
16,665,501.177,440,566,1749,491.473,423,579
17,665,500.454,447,589,1749,491.166,431,586
18,665,499.866,449,572,1749,491.077,436,561
19,665,501.150,451,559,1749,491.540,437,577
20,665,501.702,444,571,1749,492.167,440,574
21,665,501.128,455,562,1749,489.858,431,570
22,665,500.803,444,584,1749,491.634,431,563
23,665,501.167,440,564,1749,492.584,436,563
24,665,501.535,449,607,1749,491.614,426,564
25,665,500.313,450,557,1749,492.110,439,561
26,665,500.331,450,572,1749,491.774,436,584
27,665,499.552,443,564,1749,491.628,436,551
28,665,501.505,450,574,1749,492.164,430,565
29,665,500.358,438,578,1749,491.619,437,559
30,665,501.952,434,570,1749,492.447,426,570
31,665,502.262,442,575,1749,492.381,432,558
32,665,501.353,437,574,1749,492.830,439,559
33,665,500.424,443,584,1749,492.033,438,580
34,665,503.433,447,563,1749,492.783,432,560
35,665,502.725,451,562,1749,492.925,426,576
36,665,502.092,440,566,1749,491.769,432,564
37,665,500.409,449,585,1749,491.984,434,565
38,665,501.050,450,573,1749,492.600,421,571
39,665,501.478,457,558,1749,492.381,438,574
40,665,500.341,443,579,1749,491.862,422,569
41,665,501.298,440,570,1749,492.362,441,573
42,665,501.764,449,571,1749,491.097,436,580
43,665,502.147,452,578,1749,492.513,434,555
44,665,501.359,447,576,1749,491.129,427,556
45,665,501.077,448,584,1749,492.550,438,563
46,665,501.734,447,565,1749,492.148,413,556
47,665,500.475,443,590,1749,491.891,437,563
48,665,501.436,440,575,1749,490.796,427,565
49,665,501.704,432,570,1749,492.635,436,570
50,665,501.362,450,575,1749,490.754,434,565
51,665,500.620,433,567,1749,492.053,431,569
52,665,502.394,442,573,1749,493.143,433,582
53,665,501.350,449,563,1749,491.892,440,562
54,665,501.265,449,561,1749,492.235,440,580
55,665,498.717,438,571,1749,492.046,431,574
56,665,500.653,449,572,1749,491.770,441,561
57,665,500.032,449,585,1749,490.726,438,596
58,665,500.675,444,567,1749,492.099,439,625
59,665,501.075,438,566,1749,492.078,437,592
60,665,500.789,450,565,1749,491.704,436,570
61,665,501.553,450,574,1749,492.125,443,568
62,665,501.558,442,586,1749,493.543,444,575
63,665,501.102,448,560,1749,491.495,433,574
64,665,500.143,437,568,1749,492.818,435,578
65,665,499.623,437,580,1749,491.833,443,568
66,665,500.253,452,564,1749,491.692,434,587
67,665,500.063,444,584,1749,491.760,436,579
68,665,500.707,431,565,1749,491.929,430,576
69,665,500.128,441,570,1749,492.340,432,578
70,665,502.086,446,570,1749,492.473,431,560
71,665,502.032,452,592,1749,492.238,431,582
72,665,501.105,441,565,1749,491.068,438,561
73,665,501.651,444,560,1749,492.166,428,576
74,665,501.206,444,556,1749,491.553,437,558
75,665,501.293,451,578,1749,491.859,435,566
76,665,499.042,442,561,1749,491.167,436,612
77,665,500.346,434,581,1749,492.217,435,568
78,665,500.444,449,572,1749,491.234,440,561
79,665,499.466,443,553,1749,491.958,431,568
80,665,500.546,436,582,1749,491.715,436,561
81,665,501.290,446,559,1749,492.182,426,588
82,665,500.830,445,575,1749,490.731,429,551
83,665,502.475,447,570,1749,492.354,441,574
84,665,501.568,452,576,1749,491.828,437,568
85,665,502.156,446,575,1749,491.891,434,564
86,665,502.412,453,584,1749,492.381,433,565
87,665,499.660,450,563,1749,491.597,438,565
88,665,501.723,441,575,1749,492.077,422,562
89,665,499.808,451,552,1749,491.784,429,570
90,665,502.179,450,568,1749,493.465,433,571
91,665,501.283,440,561,1749,491.423,429,596
92,665,500.555,442,575,1749,491.646,442,560
93,665,502.878,447,565,1749,493.138,437,560
94,665,502.256,451,579,1749,491.500,434,571
95,665,501.660,448,558,1749,491.878,434,580
96,665,500.370,451,586,1749,492.086,434,563
97,665,501.442,444,583,1749,491.530,434,573
98,665,501.647,438,575,1749,492.884,433,569
