 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2
1,427,485.187,429,573,1648,472.441,423,533
2,427,487.902,435,578,1648,472.462,427,549
3,427,484.913,438,580,1648,472.433,424,544
4,427,486.030,432,563,1648,471.330,423,553
5,427,485.511,431,578,1648,471.454,424,557
6,427,484.501,432,561,1648,471.455,422,546
7,427,487.185,432,598,1648,472.275,421,562
8,427,488.588,434,572,1648,473.492,423,536
9,427,486.040,432,576,1648,471.657,427,534
10,427,486.295,441,590,1648,471.816,413,543
11,427,487.403,433,566,1648,472.496,424,574
12,427,486.487,437,575,1648,472.850,416,531
13,427,487.269,437,564,1648,472.340,428,531
14,427,486.030,434,572,1648,471.975,428,535
15,427,484.822,433,594,1648,470.391,416,533
16,427,485.923,435,560,1648,471.962,426,536
17,427,486.185,434,570,1648,472.462,426,542
18,427,485.965,429,573,1648,471.188,422,549
19,427,484.443,436,572,1648,472.216,430,542
20,427,486.464,440,560,1648,471.961,420,544
21,427,485.656,414,568,1648,471.550,423,542
22,427,485.888,436,563,1648,471.623,426,528
23,427,483.307,431,574,1648,472.572,409,544
24,427,486.867,435,564,1648,472.666,420,540
25,427,486.557,430,567,1648,472.785,429,530
26,427,486.124,427,563,1648,473.112,423,561
27,427,483.660,414,582,1648,471.357,427,558
28,427,486.190,434,576,1648,471.617,421,528
29,427,486.742,436,569,1648,472.396,429,544
30,427,485.461,431,578,1648,471.233,428,537
31,427,485.190,437,563,1648,471.871,429,536
32,427,484.035,428,559,1648,470.722,427,536
33,427,486.323,439,566,1648,471.900,416,548
34,427,485.316,428,569,1648,472.147,423,546
35,427,485.185,430,562,1648,472.503,425,531
36,427,483.721,427,578,1648,471.743,426,532
37,427,486.319,429,596,1648,471.579,425,545
38,427,485.473,433,555,1648,472.385,428,549
39,427,489.377,415,567,1648,471.663,426,555
40,427,485.452,424,577,1648,472.697,429,536
41,427,486.965,437,565,1648,472.192,408,534
42,427,485.157,429,578,1648,470.867,428,536
43,427,484.663,429,564,1648,470.625,410,549
44,427,485.000,432,578,1648,470.953,425,532
45,427,484.354,426,560,1648,471.861,424,546
46,427,486.665,436,559,1648,471.916,416,527
47,427,487.923,434,584,1648,472.314,430,535
48,427,483.356,422,566,1648,470.945,424,531
49,427,486.101,436,578,1648,470.803,417,532
50,427,487.693,438,562,1648,471.493,409,550
51,427,483.171,434,567,1648,470.183,404,531
52,427,483.696,428,585,1648,469.758,403,544
53,427,486.665,441,578,1648,471.919,427,537
54,427,485.473,443,580,1648,471.072,427,527
